MSN,YYYYMM,Value,Column_Order,Description,Unit
TEACEUS,197609,112.267,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197610,113.608,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197611,113.584,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197612,122.117,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197613,1353.751,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197701,112.072,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197702,108.661,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197703,117.714,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197704,116.508,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197705,114.986,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197706,119.16,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197707,118.405,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197708,121.821,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197709,117.014,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197710,118.562,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197711,117.087,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197712,124.403,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197713,1406.395,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197801,117.015,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197802,112.042,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197803,125.332,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197804,118.81,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197805,126.992,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197806,123.855,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197807,122.475,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197808,127.988,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197809,117.731,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197810,123.353,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197811,122.424,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197812,125.518,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197813,1463.535,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197901,123.167,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197902,118.58,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197903,130.63,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197904,117.36,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197905,123.727,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197906,119.237,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197907,118.053,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197908,124.07,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197909,116.094,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197910,123.559,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197911,116.883,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197912,122.79,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,197913,1454.15,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198001,119.451,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198002,115.62,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198003,120.083,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198004,119.44,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198005,117.929,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198006,113.236,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198007,117.026,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198008,113.828,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198009,113.574,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198010,119.433,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198011,109.646,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198012,120.805,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198013,1400.16,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198101,121.17,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198102,107.199,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198103,116.473,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198104,113.178,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198105,115.107,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198106,117.348,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198107,118.903,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198108,116.315,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198109,113.487,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198110,114.718,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198111,110.621,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198112,120.853,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198113,1385.446,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198201,111.095,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198202,105.832,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198203,115.756,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198204,117.166,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198205,114.467,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198206,113.819,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198207,114.521,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198208,113.123,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198209,109.834,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198210,111.197,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198211,112.45,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198212,114.75,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198213,1353.979,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198301,107.056,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198302,97.342,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198303,118.863,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198304,109.281,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198305,114.806,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198306,116.412,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198307,115.006,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198308,118.12,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198309,113.911,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198310,114.793,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198311,112.349,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198312,121.428,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198313,1359.372,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198401,114.815,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198402,104.542,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198403,116.514,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198404,115.042,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198405,120.139,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198406,117.845,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198407,118.902,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198408,122.061,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198409,112.518,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198410,117.92,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198411,114.588,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198412,115.044,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198413,1389.93,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198501,116.437,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198502,106.276,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198503,118.768,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198504,119.343,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198505,122.776,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198506,117.505,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198507,121.754,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198508,125.358,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198509,112.937,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198510,121.421,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198511,116.266,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198512,122.394,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198513,1421.236,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198601,117.285,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198602,106.743,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198603,123.482,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198604,122.079,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198605,125.322,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198606,122.832,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198607,128.998,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198608,129.593,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198609,118.161,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198610,126.851,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198611,119.988,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198612,130.724,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198613,1472.058,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198701,121.635,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198702,114.373,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198703,125.246,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198704,126.185,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198705,129.344,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198706,128.083,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198707,133.173,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198708,129.565,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198709,125.854,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198710,131.551,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198711,122.368,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198712,131.619,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198713,1519,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198801,128.296,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198802,125.31,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198803,136.189,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198804,130.537,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198805,130.398,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198806,133.33,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198807,131.656,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198808,134.048,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198809,128.995,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198810,133.828,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198811,129.664,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198812,136.71,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198813,1578.962,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198901,128.918,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198902,120.626,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198903,136.676,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198904,128.047,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198905,133.387,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198906,135.315,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198907,132.658,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198908,138.339,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198909,127.045,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198910,137.42,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198911,131.177,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198912,141.623,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,198913,1591.231,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199001,132.13,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199002,124.112,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199003,136.18,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199004,128.734,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199005,136.301,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199006,131.493,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199007,134.462,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199008,142.692,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199009,124.65,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199010,134.329,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199011,130.118,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199012,132.452,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199013,1587.652,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199101,128.475,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199102,117.438,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199103,132.303,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199104,126.796,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199105,131.096,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199106,131.906,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199107,135.301,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199108,137.306,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199109,127.507,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199110,135.621,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199111,127.697,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199112,136.5,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199113,1567.946,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199201,130.575,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199202,124.527,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199203,133.244,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199204,130.474,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199205,134.711,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199206,130.524,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199207,136.463,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199208,135.964,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199209,128.072,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199210,137.062,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199211,128.529,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199212,141.489,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199213,1591.635,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199301,126.057,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199302,121.775,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199303,136.49,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199304,132.605,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199305,137.131,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199306,132.95,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199307,137.27,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199308,137.629,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199309,133.998,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199310,137.167,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199311,135.548,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199312,142.56,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199313,1611.182,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199401,131.53,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199402,126.598,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199403,137.517,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199404,136.051,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199405,139.108,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199406,137.44,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199407,139.608,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199408,146.291,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199409,134.497,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199410,139.791,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199411,134.281,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199412,144.748,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199413,1647.462,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
TEACEUS,199501,136.024,"12","Total Energy Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
